0.7903,0.7840,0.7758,0.7645,0.7471,0.7135,0.6440,0.6316,0.6283,0.6333,0.6428,0.6874,0.7240,0.7481,0.7663,0.7803
0.7818,0.7745,0.7644,0.7504,0.7287,0.6839,0.6394,0.6294,0.6269,0.6336,0.6450,0.6999,0.7221,0.7331,0.7447,0.7615
0.7736,0.7656,0.7551,0.7406,0.7177,0.6496,0.6376,0.6286,0.6263,0.6326,0.6429,0.6845,0.7072,0.7144,0.7248,0.7445
0.7717,0.7640,0.7544,0.7422,0.7239,0.6877,0.6425,0.6343,0.6320,0.6352,0.6412,0.6479,0.6730,0.6767,0.6907,0.7191
0.7705,0.7633,0.7553,0.7459,0.7329,0.7100,0.6494,0.6422,0.6399,0.6395,0.6402,0.6431,0.6442,0.6424,0.6428,0.6497
0.7621,0.7549,0.7482,0.7413,0.7320,0.7147,0.6826,0.6465,0.6445,0.6421,0.6396,0.6395,0.6381,0.6339,0.6323,0.6379
0.7402,0.7315,0.7282,0.7270,0.7225,0.7066,0.6669,0.6450,0.6435,0.6412,0.6380,0.6362,0.6334,0.6286,0.6264,0.6312
0.7060,0.6898,0.6990,0.7125,0.7157,0.6992,0.6479,0.6415,0.6403,0.6387,0.6357,0.6332,0.6304,0.6271,0.6263,0.6310
0.6497,0.6458,0.6653,0.7055,0.7151,0.6977,0.6464,0.6391,0.6381,0.6372,0.6349,0.6324,0.6304,0.6293,0.6302,0.6352
0.6499,0.6461,0.6751,0.7109,0.7206,0.7058,0.6489,0.6419,0.6411,0.6404,0.6384,0.6364,0.6349,0.6343,0.6355,0.6406
0.6632,0.6468,0.6868,0.7193,0.7289,0.7200,0.7019,0.6811,0.6783,0.6645,0.6479,0.6462,0.6447,0.6431,0.6434,0.6479
0.6764,0.6483,0.6989,0.7291,0.7383,0.7339,0.7288,0.7256,0.7255,0.7198,0.7105,0.7063,0.7016,0.6898,0.6866,0.7042
0.6976,0.6818,0.7143,0.7397,0.7477,0.7447,0.7433,0.7433,0.7435,0.7389,0.7327,0.7320,0.7311,0.7252,0.7241,0.7339
0.7314,0.7243,0.7363,0.7500,0.7539,0.7487,0.7429,0.7391,0.7395,0.7392,0.7396,0.7435,0.7452,0.7427,0.7437,0.7530
0.7627,0.7584,0.7581,0.7589,0.7571,0.7479,0.7327,0.7192,0.7199,0.7294,0.7408,0.7505,0.7539,0.7530,0.7550,0.7649
0.7824,0.7792,0.7732,0.7664,0.7605,0.7484,0.7249,0.6988,0.7003,0.7224,0.7433,0.7570,0.7613,0.7613,0.7636,0.7737
