0.7738,0.7704,0.7588,0.7430,0.7290,0.7165,0.7026,0.6791,0.6701,0.6951,0.7084,0.7073,0.7119,0.7176,0.7170,0.7040
0.7795,0.7773,0.7690,0.7575,0.7468,0.7365,0.7252,0.7114,0.7047,0.7107,0.7155,0.7132,0.7163,0.7207,0.7195,0.7084
0.7915,0.7915,0.7885,0.7834,0.7768,0.7686,0.7596,0.7507,0.7436,0.7381,0.7331,0.7289,0.7296,0.7313,0.7289,0.7214
0.8036,0.8052,0.8058,0.8047,0.8009,0.7945,0.7871,0.7807,0.7738,0.7645,0.7554,0.7505,0.7494,0.7490,0.7459,0.7410
0.8116,0.8137,0.8159,0.8167,0.8147,0.8101,0.8045,0.7999,0.7948,0.7875,0.7801,0.7755,0.7734,0.7717,0.7682,0.7642
0.8143,0.8178,0.8229,0.8266,0.8261,0.8218,0.8161,0.8121,0.8102,0.8083,0.8056,0.8019,0.7980,0.7941,0.7898,0.7862
0.8156,0.8207,0.8290,0.8354,0.8361,0.8316,0.8253,0.8214,0.8224,0.8253,0.8266,0.8235,0.8184,0.8128,0.8078,0.8046
0.8196,0.8253,0.8349,0.8426,0.8441,0.8399,0,0,0,0.8376,0.8403,0.8376,0.8323,0.8263,0.8213,0.8185
0.8253,0.8300,0.8379,0.8445,0.8463,0.8444,0,0,0,0.8436,0.8447,0.8422,0.8386,0.8348,0.8312,0.8276
0.8286,0.8316,0.8364,0.8407,0.8432,0.8453,0,0,0,0.8462,0.8440,0.8414,0.8408,0.8407,0.8391,0.8336
0.8297,0.8314,0.8339,0.8367,0.8402,0.8463,0.8522,0.8552,0.8537,0.8493,0.8443,0.8415,0.8430,0.8455,0.8451,0.8380
0.8288,0.8306,0.8335,0.8371,0.8417,0.8489,0.8558,0.8595,0.8584,0.8540,0.8488,0.8458,0.8470,0.8491,0.8485,0.8415
0.8261,0.8289,0.8337,0.8393,0.8448,0.8509,0.8564,0.8597,0.8599,0.8575,0.8538,0.8505,0.8498,0.8498,0.8479,0.8431
0.8232,0.8270,0.8340,0.8417,0.8480,0.8527,0.8563,0.8590,0.8607,0.8605,0.8585,0.8549,0.8522,0.8498,0.8465,0.8443
0.8218,0.8263,0.8347,0.8437,0.8508,0.8553,0.8583,0.8611,0.8636,0.8645,0.8632,0.8595,0.8557,0.8520,0.8480,0.8470
0.8224,0.8271,0.8359,0.8455,0.8535,0.8598,0.8648,0.8686,0.8714,0.8724,0.8711,0.8673,0.8630,0.8586,0.8543,0.8524
