0.8741,0.8777,0.8799,0.8802,0.8798,0.8796,0.8797,0.8769,0.8735,0.8720,0.8744,0.8787,0.8817,0.8810,0.8795,0.8784
0.8708,0.8747,0.8769,0.8770,0.8764,0.8760,0.8760,0.8729,0.8692,0.8677,0.8704,0.8748,0.8780,0.8775,0.8765,0.8758
0.8689,0.8715,0.8729,0.8726,0.8715,0.8706,0.8701,0.8668,0.8631,0.8619,0.8641,0.8676,0.8699,0.8699,0.8703,0.8712
0.8681,0.8691,0.8693,0.8683,0.8664,0.8646,0.8634,0.8595,0.8557,0.8549,0.8566,0.8587,0.8601,0.8607,0.8630,0.8660
0.8675,0.8676,0.8669,0.8650,0.8620,0.8591,0.8570,0.8524,0.8483,0.8478,0.8497,0.8514,0.8528,0.8542,0.8580,0.8624
0.8663,0.8661,0.8646,0.8619,0.8580,0.8541,0.8511,0.8465,0.8432,0.8434,0.8460,0.8485,0.8507,0.8527,0.8567,0.8608
0.8646,0.8638,0.8615,0.8582,0.8536,0.8490,0.8454,0.8418,0.8405,0.8422,0.8452,0.8483,0.8511,0.8536,0.8568,0.8598
0.8626,0.8612,0.8583,0.8545,0.8495,0.8444,0.8403,0.8378,0.8383,0.8411,0.8445,0.8480,0.8512,0.8541,0.8566,0.8586
0.8600,0.8582,0.8549,0.8511,0.8463,0.8414,0.8371,0.8343,0.8347,0.8377,0.8414,0.8452,0.8488,0.8519,0.8547,0.8569
0.8553,0.8516,0.8475,0.8456,0.8447,0.8432,0.8395,0.8348,0.8326,0.8344,0.8384,0.8429,0.8469,0.8502,0.8541,0.8576
0.8511,0.8452,0.8402,0.8412,0.8457,0.8487,0.8460,0.8396,0.8346,0.8347,0.8389,0.8437,0.8479,0.8513,0.8562,0.8611
0.8491,0.8422,0.8373,0.8405,0.8483,0.8541,0.8527,0.8461,0.8401,0.8393,0.8432,0.8478,0.8517,0.8547,0.8598,0.8651
0.8482,0.8423,0.8387,0.8419,0.8488,0.8540,0.8539,0.8507,0.8483,0.8489,0.8521,0.8557,0.8588,0.8610,0.8643,0.8678
0.8465,0.8424,0.8404,0.8425,0.8460,0.8490,0.8501,0.8529,0.8568,0.8600,0.8625,0.8651,0.8672,0.8684,0.8690,0.8694
0.8449,0.8423,0.8416,0.8427,0.8435,0.8444,0.8468,0.8545,0.8633,0.8684,0.8702,0.8721,0.8735,0.8738,0.8723,0.8703
0.8443,0.8428,0.8429,0.8442,0.8449,0.8458,0.8487,0.8569,0.8660,0.8710,0.8725,0.8738,0.8748,0.8748,0.8727,0.8703
