0.6359,0.6423,0.7033,0.7465,0.7688,0.7781,0.7815,0.7834,0.7871,0.7915,0.7940,0.7923,0.7847,0.7734,0.7623,0.7552
0.6424,0.6483,0.7183,0.7525,0.7721,0.7799,0.7820,0.7830,0.7865,0.7916,0.7951,0.7942,0.7872,0.7766,0.7663,0.7603
0.7029,0.7185,0.7432,0.7648,0.7790,0.7838,0.7828,0.7815,0.7847,0.7913,0.7969,0.7977,0.7920,0.7831,0.7747,0.7708
0.7432,0.7504,0.7636,0.7767,0.7857,0.7870,0.7826,0.7785,0.7810,0.7893,0.7972,0.7999,0.7960,0.7891,0.7828,0.7810
0.7637,0.7680,0.7755,0.7830,0.7877,0.7862,0.7799,0.7744,0.7763,0.7853,0.7946,0.7989,0.7967,0.7913,0.7866,0.7866
0.7789,0.7813,0.7808,0.7791,0.7776,0.7763,0.7745,0.7735,0.7753,0.7834,0.7924,0.7978,0.7959,0.7891,0.7833,0.7849
0.7902,0.7913,0.7832,0.7710,0.7616,0.7618,0.7677,0.7732,0.7752,0.7819,0.7902,0.7963,0.7942,0.7848,0.7768,0.7803
0.7972,0.7972,0.7852,0.7670,0.7516,0.7515,0.7613,0.7698,0.7716,0.7779,0.7864,0.7934,0.7916,0.7814,0.7727,0.7777
0.7952,0.7944,0.7839,0.7679,0.7533,0.7490,0.7529,0.7574,0.7584,0.7659,0.7759,0.7844,0.7842,0.7764,0.7703,0.7763
0.7862,0.7846,0.7784,0.7692,0.7584,0.7484,0.7404,0.7350,0.7342,0.7445,0.7578,0.7685,0.7712,0.7682,0.7667,0.7736
0.7792,0.7765,0.7743,0.7704,0.7621,0.7470,0.7265,0.7060,0.7015,0.7185,0.7378,0.7522,0.7587,0.7610,0.7642,0.7721
0.7801,0.7766,0.7741,0.7700,0.7610,0.7430,0.7159,0.6804,0.6644,0.6982,0.7241,0.7419,0.7517,0.7579,0.7643,0.7733
0.7868,0.7829,0.7796,0.7746,0.7646,0.7437,0.7080,0.6472,0.6447,0.6486,0.6986,0.7235,0.7429,0.7605,0.7744,0.7842
0.7941,0.7899,0.7859,0.7801,0.7694,0.7460,0.7001,0.6422,0.6387,0.6411,0.6468,0.6932,0.7323,0.7643,0.7859,0.7961
0.7978,0.7932,0.7884,0.7818,0.7702,0.7443,0.6871,0.6376,0.6335,0.6352,0.6404,0.6483,0.7233,0.7648,0.7904,0.8013
0.7959,0.7905,0.7844,0.7760,0.7622,0.7335,0.6490,0.6341,0.6302,0.6330,0.6398,0.6488,0.7213,0.7588,0.7828,0.7949
