0.8251,0.8297,0.8385,0.8482,0.8568,0.8657,0.8736,0.8788,0.8816,0.8826,0.8816,0.8780,0.8730,0.8677,0.8630,0.8597
0.8293,0.8336,0.8420,0.8512,0.8597,0.8702,0.8799,0.8858,0.8886,0.8899,0.8893,0.8863,0.8813,0.8758,0.8714,0.8674
0.8348,0.8385,0.8457,0.8537,0.8613,0.8712,0.8803,0.8860,0.8887,0.8902,0.8903,0.8883,0.8844,0.8800,0.8768,0.8736
0.8453,0.8475,0.8516,0.8568,0.8627,0.8698,0.8763,0.8807,0.8831,0.8848,0.8854,0.8846,0.8825,0.8801,0.8786,0.8767
0.8560,0.8566,0.8575,0.8596,0.8635,0.8673,0.8705,0.8732,0.8754,0.8770,0.8784,0.8790,0.8791,0.8790,0.8792,0.8788
0.8621,0.8619,0.8609,0.8610,0.8634,0.8649,0.8659,0.8674,0.8693,0.8712,0.8734,0.8756,0.8777,0.8795,0.8814,0.8821
0.8628,0.8624,0.8607,0.8599,0.8611,0.8619,0.8625,0.8636,0.8657,0.8687,0.8725,0.8761,0.8795,0.8827,0.8857,0.8871
0.8614,0.8608,0.8586,0.8570,0.8576,0.8584,0.8593,0.8604,0.8631,0.8679,0.8734,0.8781,0.8824,0.8865,0.8902,0.8918
0.8598,0.8591,0.8567,0.8548,0.8552,0.8565,0.8579,0.8594,0.8626,0.8687,0.8755,0.8806,0.8853,0.8897,0.8937,0.8951
0.8592,0.8587,0.8568,0.8554,0.8561,0.8575,0.8590,0.8606,0.8640,0.8702,0.8769,0.8818,0.8864,0.8907,0.8946,0.8960
0.8566,0.8574,0.8583,0.8594,0.8606,0.8613,0.8619,0.8631,0.8664,0.8718,0.8777,0.8821,0.8865,0.8907,0.8943,0.8960
0.8527,0.8552,0.8596,0.8636,0.8655,0.8654,0.8650,0.8659,0.8690,0.8736,0.8783,0.8821,0.8861,0.8900,0.8932,0.8952
0.8494,0.8529,0.8591,0.8649,0.8674,0.8674,0.8668,0.8678,0.8710,0.8751,0.8790,0.8819,0.8852,0.8885,0.8912,0.8931
0.8484,0.8513,0.8566,0.8618,0.8650,0.8666,0.8679,0.8699,0.8734,0.8775,0.8811,0.8830,0.8842,0.8852,0.8866,0.8885
0.8489,0.8504,0.8531,0.8565,0.8604,0.8648,0.8690,0.8727,0.8766,0.8810,0.8844,0.8853,0.8833,0.8807,0.8799,0.8826
0.8490,0.8494,0.8498,0.8516,0.8560,0.8628,0.8696,0.8745,0.8788,0.8835,0.8869,0.8872,0.8828,0.8771,0.8747,0.8781
