0.6653,0.6457,0.6451,0.6411,0.6370,0.6379,0.6462,0.7009,0.7210,0.7227,0.7199,0.7185,0.7236,0.7278,0.7256,0.7230
0.6841,0.6487,0.6480,0.6440,0.6399,0.6405,0.6472,0.6955,0.7121,0.7145,0.7194,0.7267,0.7348,0.7364,0.7305,0.7244
0.7108,0.7018,0.6976,0.6736,0.6469,0.6467,0.6567,0.6841,0.6881,0.6937,0.7193,0.7416,0.7539,0.7519,0.7399,0.7277
0.7367,0.7334,0.7294,0.7163,0.6983,0.6912,0.6914,0.6797,0.6494,0.6685,0.7216,0.7534,0.7681,0.7639,0.7480,0.7313
0.7614,0.7588,0.7541,0.7418,0.7257,0.7160,0.7107,0.6989,0.6835,0.6905,0.7283,0.7570,0.7705,0.7664,0.7513,0.7358
0.7842,0.7819,0.7767,0.7639,0.7472,0.7353,0.7314,0.7290,0.7274,0.7288,0.7399,0.7525,0.7606,0.7600,0.7534,0.7470
0.8031,0.8012,0.7958,0.7827,0.7656,0.7526,0.7504,0.7542,0.7582,0.7580,0.7533,0.7484,0.7485,0.7533,0.7576,0.7606
0.8173,0.8156,0.8103,0.7976,0.7811,0.7682,0.7663,0.7713,0.7766,0.7759,0.7664,0.7546,0.7506,0.7575,0.7663,0.7726
0.8244,0.8208,0.8155,0.8046,0.7909,0.7798,0.7779,0.7824,0.7873,0.7868,0.7791,0.7697,0.7666,0.7719,0.7787,0.7836
0.8257,0.8182,0.8131,0.8056,0.7968,0.7892,0.7885,0.7938,0.7989,0.7987,0.7930,0.7865,0.7844,0.7878,0.7922,0.7953
0.8264,0.8158,0.8115,0.8079,0.8041,0.8004,0.8015,0.8077,0.8130,0.8129,0.8086,0.8036,0.8017,0.8035,0.8059,0.8074
0.8306,0.8213,0.8187,0.8173,0.8158,0.8146,0.8175,0.8242,0.8293,0.8290,0.8250,0.8203,0.8179,0.8183,0.8190,0.8192
0.8377,0.8342,0.8336,0.8319,0.8299,0.8295,0.8339,0.8410,0.8459,0.8456,0.8422,0.8381,0.8356,0.8337,0.8308,0.8281
0.8450,0.8472,0.8484,0.8461,0.8431,0.8431,0.8487,0.8561,0.8609,0.8605,0.8577,0.8542,0.8516,0.8478,0.8414,0.8357
0.8505,0.8554,0.8578,0.8558,0.8533,0.8542,0.8606,0.8682,0.8729,0.8725,0.8698,0.8665,0.8637,0.8590,0.8512,0.8443
0.8542,0.8580,0.8611,0.8620,0.8627,0.8657,0.8717,0.8780,0.8815,0.8809,0.8781,0.8746,0.8716,0.8674,0.8610,0.8555
