0.9094,0.9085,0.9052,0.9004,0.8947,0.8890,0.8812,0.8712,0.8639,0.8632,0.8662,0.8700,0.8723,0.8747,0.8783,0.8804
0.9096,0.9089,0.9061,0.9018,0.8969,0.8918,0.8846,0.8752,0.8681,0.8672,0.8699,0.8733,0.8750,0.8764,0.8788,0.8797
0.9058,0.9061,0.9040,0.8997,0.8945,0.8900,0.8853,0.8799,0.8758,0.8750,0.8766,0.8785,0.8790,0.8780,0.8765,0.8742
0.8998,0.9014,0.9003,0.8961,0.8909,0.8872,0.8858,0.8851,0.8846,0.8839,0.8842,0.8845,0.8836,0.8797,0.8734,0.8669
0.8938,0.8965,0.8967,0.8935,0.8895,0.8874,0.8887,0.8909,0.8921,0.8912,0.8905,0.8896,0.8873,0.8813,0.8720,0.8628
0.8880,0.8919,0.8936,0.8926,0.8909,0.8912,0.8942,0.8975,0.8990,0.8978,0.8957,0.8930,0.8892,0.8826,0.8737,0.8649
0.8819,0.8877,0.8909,0.8920,0.8929,0.8952,0.8996,0.9039,0.9057,0.9040,0.9003,0.8953,0.8897,0.8834,0.8766,0.8698
0.8771,0.8843,0.8888,0.8915,0.8942,0.8980,0.9034,0.9082,0.9103,0.9083,0.9032,0.8964,0.8894,0.8835,0.8784,0.8732
0.8749,0.8824,0.8873,0.8908,0.8943,0.8986,0.9043,0.9094,0.9114,0.9092,0.9036,0.8961,0.8884,0.8823,0.8773,0.8721
0.8737,0.8800,0.8849,0.8896,0.8944,0.8993,0.9049,0.9098,0.9117,0.9092,0.9024,0.8934,0.8849,0.8790,0.8746,0.8699
0.8718,0.8765,0.8817,0.8878,0.8942,0.8999,0.9055,0.9102,0.9120,0.9093,0.9013,0.8906,0.8813,0.8761,0.8728,0.8691
0.8694,0.8734,0.8787,0.8857,0.8931,0.8993,0.9049,0.9097,0.9113,0.9086,0.9002,0.8890,0.8797,0.8753,0.8730,0.8701
0.8680,0.8716,0.8768,0.8833,0.8901,0.8962,0.9020,0.9066,0.9082,0.9056,0.8978,0.8877,0.8794,0.8757,0.8741,0.8717
0.8675,0.8703,0.8752,0.8803,0.8857,0.8913,0.8971,0.9014,0.9026,0.9002,0.8936,0.8852,0.8782,0.8753,0.8745,0.8727
0.8657,0.8678,0.8724,0.8764,0.8805,0.8857,0.8916,0.8958,0.8967,0.8944,0.8888,0.8819,0.8760,0.8739,0.8738,0.8726
0.8604,0.8624,0.8671,0.8710,0.8750,0.8804,0.8866,0.8910,0.8920,0.8899,0.8848,0.8785,0.8734,0.8716,0.8718,0.8707
